12.679,14.266,15.159,15.721,16.032,15.999,15.816,15.709,15.299,15.309,15.078,15.304,15.353,15.422,15.176,15.455,15.584,15.534,15.851,16.077,16.393,16.392,16.941,17.784,17.476,17.116,17.556,15.814,14.78,13.939
12.682,14.047,15.195,15.774,16.126,16.121,15.766,15.384,15.162,15.265,15.18,15.192,15.143,15.577,15.6,15.454,15.6,15.58,15.559,16.056,16.537,16.367,17.114,17.468,17.471,17.651,17.367,16.049,14.443,13.738
14.117,15.964,16.962,17.517,17.798,18,17.522,17.38,17.002,17.31,17.016,16.981,17.024,17.127,17.052,17.158,17.255,17.647,17.736,17.63,18.112,18.305,18.754,19.667,19.378,18.983,19.257,17.596,16.483,15.515
12.81,14.35,15.425,16.142,16.191,16.295,15.975,16.05,16.006,15.727,15.623,15.767,15.912,15.781,16.033,16.348,16.021,16.023,16.512,16.432,16.621,17.241,17.119,17.825,18.132,17.834,17.706,16.372,14.89,14.006
12.941,14.154,15.577,16.098,16.266,16.3,15.874,16.298,15.655,15.676,15.666,15.7,16.088,15.427,15.996,16.359,15.897,16.093,16.728,16.247,16.687,17.124,17.242,17.789,17.989,17.73,17.553,16.715,14.748,13.873
12.84,14.532,15.481,15.827,16.554,16.388,16.244,16.038,15.585,15.596,15.671,15.801,15.91,15.804,16.058,16.242,16.023,16.195,16.388,16.21,17.113,17.004,17.116,17.997,17.761,18.09,17.601,16.008,15.265,13.902
13.552,15.211,16.17,16.565,16.987,16.961,16.792,16.532,16.558,16.459,16.222,16.116,16.606,16.445,16.703,16.804,16.64,16.837,16.781,17.097,17.77,17.578,17.786,18.76,18.664,18.817,18,16.661,15.311,14.365
12.825,14.529,15.537,16.083,16.167,16.199,15.972,16.143,15.804,15.78,15.706,15.579,15.584,15.678,15.915,16.375,15.948,16.112,16.531,16.399,16.658,17.108,17.01,17.486,18.065,17.537,17.323,16.392,14.637,13.983
13.142,14.412,15.591,16.047,16.204,16.074,16.067,16.09,15.377,15.659,15.625,15.424,16.051,16.023,15.773,16.093,16.153,15.989,16.131,16.554,16.946,16.989,17.575,17.814,17.66,17.882,17.376,16.766,15.039,13.764
12.839,14.151,15.254,15.979,16.587,16.345,15.945,16.085,15.83,15.974,15.744,15.838,15.76,15.841,15.898,16.509,16.414,16.166,16.487,16.35,16.739,16.946,17.319,17.783,17.698,18.06,17.513,16.438,14.786,14.146
13.063,14.529,15.703,16.154,16.524,16.518,16.35,16.355,15.841,16.021,15.851,15.844,15.773,16.178,16.522,16.413,16.757,16.161,16.257,16.845,17.352,17.581,17.669,18.126,18.291,18.669,17.863,16.904,14.976,14.361
12.988,14.592,15.633,16.109,16.663,16.439,16.381,16.174,15.95,15.774,15.844,15.761,16.026,16.22,16.348,16.479,16.539,16.166,16.406,16.741,17.604,17.389,17.768,18.262,18.319,18.547,17.635,16.835,15.282,14.248
13.134,14.642,16.102,16.49,16.499,16.489,16.306,16.301,16.169,16.418,16.059,16.121,16.31,16.203,16.086,16.523,16.542,17.003,17.051,16.836,17.494,17.681,17.598,18.544,18.632,18.361,18.127,17.076,15.274,14.555
13.27,14.275,15.533,16.14,16.572,16.107,16.098,16.526,16.23,16.399,16.065,16.026,15.731,16.268,16.55,16.854,16.582,17.028,17.016,17.019,17.008,17.644,17.583,18.044,18.287,18.675,17.92,16.79,15.325,14.586
12.966,14.19,15.575,16.099,16.382,16.417,16.326,16.353,16.141,16.116,15.898,16.042,15.878,16,16.314,16.844,16.419,16.886,16.932,16.998,17.034,17.537,17.833,18.394,18.427,18.453,17.962,16.989,15.374,14.575
13.306,14.534,15.756,16.38,16.729,16.448,16.399,16.128,15.916,16.25,15.918,16.117,16.213,16.214,16.472,16.676,16.444,16.47,16.588,17.118,17.491,17.452,18.131,18.42,18.767,18.952,17.907,17.033,15.396,14.59
15.092,16.532,17.872,18.66,18.681,18.839,18.53,18.894,18.19,18.316,18.199,18.275,18.311,18.141,18.283,18.997,18.452,18.741,18.977,19.246,19.453,19.484,20.154,20.596,20.514,20.741,20.389,19.059,17.953,16.445
