15.678,17.018,18.435,18.396,18.433,17.668,17.538,17.154,16.446,16.157,16.024,16.003,15.955,15.674,15.572,15.797,15.658,15.458,15.602,15.714,16,15.594,16.094,16.385,17.052,16.829,15.814,15.539,14.225,12.915
15.351,17.008,18.478,18.568,18.298,17.844,17.731,16.965,16.518,16.084,15.881,15.85,15.619,15.437,15.363,15.67,15.557,15.645,15.653,15.422,15.954,15.655,15.772,16.616,16.328,16.611,16.473,15.193,14.132,13.259
14.633,16.035,16.833,16.971,17.123,16.59,15.971,15.678,15.421,14.933,14.943,14.592,14.257,14.631,14.346,14.69,14.79,14.536,14.832,14.735,15.014,14.97,14.88,15.675,15.728,16.041,15.237,14.442,13.452,12.516
14.298,15.962,17.004,17.269,16.916,16.325,15.888,15.666,15.126,14.79,14.618,14.386,14.433,14.278,14.264,14.471,14.292,14.279,14.475,14.422,14.917,14.992,15.153,15.55,15.624,15.378,15.362,14.778,13.495,12.347
14.447,15.989,17.109,17.171,17.008,16.685,16.074,15.603,15.249,14.973,14.631,14.524,14.441,14.117,14.386,14.793,14.506,14.186,14.508,14.458,14.829,15.095,14.826,15.332,15.563,15.536,15.316,14.599,13.64,12.556
14.311,16.2,16.774,16.918,16.906,16.453,16.039,15.485,15.109,14.887,14.622,14.399,14.338,14.063,14.428,14.429,14.565,14.52,14.624,14.825,14.99,14.917,15.124,15.616,15.606,15.921,15.071,14.816,13.632,12.42
14.342,16.191,17.181,17.267,16.918,16.505,16.221,15.809,15.357,15.004,14.744,14.246,14.49,14.566,14.537,14.803,14.569,14.364,14.584,14.576,14.977,15.001,15.064,15.373,15.839,15.429,15.001,14.659,13.361,12.83
14.611,16.009,17.318,17.463,16.978,16.422,15.902,15.813,14.912,14.807,14.559,14.383,14.467,14.252,14.359,14.4,14.388,14.543,14.391,14.547,15.15,14.944,15.169,15.739,15.792,15.782,15.131,14.953,13.444,12.366
11.763,12.86,13.937,14.289,14.21,14.133,13.936,13.821,13.583,13.44,13.204,13.125,13.466,13.307,13.503,13.643,13.873,13.631,13.96,14.532,14.817,14.727,15.215,15.607,16.007,16.268,15.987,15.357,13.777,12.476
11.258,12.711,13.47,13.586,13.964,13.609,13.481,12.848,12.987,12.877,12.743,12.7,12.436,12.837,12.661,13.434,13.248,13.355,13.631,13.762,13.997,14.202,14.121,14.885,14.981,15.277,14.944,14.27,13.055,12.077
14.932,16.883,18.157,18.39,18.521,18.242,18.28,18.264,18.022,17.792,17.65,17.496,17.212,17.724,17.427,17.544,17.741,17.569,17.614,17.347,17.424,17.869,17.546,18.093,17.89,17.811,17.698,16.244,14.748,13.839
11.453,12.841,13.538,13.533,13.937,13.395,13.261,12.882,12.427,12.267,12.052,11.866,11.992,12.192,11.842,12.251,11.964,12.403,12.476,12.546,13.15,12.873,13.35,13.739,13.906,13.716,14.101,13.059,11.961,11.217
9.5998,10.875,11.543,11.561,11.873,11.934,11.797,11.545,11.667,11.634,11.384,11.322,11.522,11.923,11.829,12.239,12.262,12.228,12.753,12.384,13.02,13.344,13.019,13.889,13.765,14.401,13.728,13.286,11.709,11.205
12.172,13.482,14.708,14.831,15.08,14.9,14.757,14.405,13.946,13.9,13.794,13.578,13.73,13.27,13.441,13.664,13.196,12.934,13.1,13.065,13.385,13.722,13.461,13.761,13.976,13.837,13.145,12.661,11.44,10.719
13.755,14.969,16.513,16.585,16.596,16.339,15.962,15.631,15.536,15.274,15.131,14.693,14.885,15.257,14.974,15.465,15.357,15.488,15.871,16.093,16.799,16.647,16.817,17.663,18.182,18.056,18.013,17.289,15.596,14.478
12.431,13.814,14.683,14.831,15.07,14.656,14.247,14.209,13.864,13.594,13.364,13.028,12.935,13.093,13.373,13.283,13.719,13.746,13.578,13.518,14.143,14.166,14.054,14.704,14.894,14.811,13.964,13.162,11.395,10.779
13.935,15.619,16.415,16.996,17.003,16.783,16.409,15.663,15.638,15.411,15.343,15.147,15.46,15.274,15.635,16.176,15.556,15.135,15.962,15.836,16.262,16.352,16.305,16.767,16.799,16.408,16.161,15.047,13.362,12.111
15.12,16.426,17.586,17.601,17.706,17.557,16.882,16.637,16.058,16.031,15.656,15.444,15.57,15.769,16.023,15.945,15.955,16.204,16.26,16.514,16.946,17.116,17.428,18.193,18.794,18.665,18.499,16.996,15.648,14.611
